,시도명,지정사유,지정연도,도로폭,도로차로수,보차분리여부
534,전라북도,사유불분명,0.0,6.0,1.0,N
535,전라북도,사유불분명,0.0,6.0,1.0,N
536,서울특별시,안전,1998.0,6.0,1.0,N
537,서울특별시,안전,1998.0,6.0,1.0,N
538,서울특별시,안전,1998.0,6.0,1.0,N
539,서울특별시,안전,1998.0,6.0,1.0,N
540,서울특별시,안전,1998.0,6.0,1.0,N
541,서울특별시,안전,1999.0,6.0,1.0,N
542,서울특별시,안전,1999.0,6.0,1.0,N
543,서울특별시,안전,1999.0,6.0,1.0,N
544,서울특별시,안전,1998.0,6.0,1.0,N
545,서울특별시,안전,1998.0,6.0,1.0,N
546,서울특별시,안전,1998.0,6.0,1.0,N
547,서울특별시,안전,1998.0,6.0,1.0,N
548,서울특별시,안전,1999.0,6.0,1.0,N
549,서울특별시,안전,2021.0,4.2,1.0,N
550,전라남도,사유불분명,2002.0,6.0,1.0,N
551,전라남도,사유불분명,0.0,3.0,1.0,N
552,전라남도,사유불분명,0.0,6.0,1.0,N
553,전라남도,사유불분명,0.0,7.0,1.0,N
554,전라남도,사유불분명,0.0,4.0,1.0,N
555,전라남도,사유불분명,0.0,5.0,1.0,N
556,전라남도,사유불분명,0.0,8.0,1.0,N
557,전라남도,사유불분명,0.0,6.0,2.0,N
558,전라남도,사유불분명,0.0,6.0,1.0,N
559,전라남도,사유불분명,0.0,6.0,1.0,N
560,전라남도,사유불분명,0.0,7.0,1.0,N
562,경상북도,사유불분명,0.0,5.0,1.0,N
563,경상북도,사유불분명,0.0,4.0,1.0,N
564,경상북도,사유불분명,0.0,5.0,1.0,N
565,경상북도,사유불분명,0.0,3.0,1.0,N
566,경상북도,사유불분명,0.0,5.0,1.0,N
567,서울특별시,사유불분명,0.0,5.5,1.0,N
568,서울특별시,사유불분명,0.0,7.5,1.0,Y
569,서울특별시,사유불분명,0.0,7.5,1.0,Y
570,서울특별시,사유불분명,0.0,5.5,1.0,N
571,서울특별시,사유불분명,0.0,7.5,1.0,N
572,서울특별시,사유불분명,0.0,5.5,1.0,N
573,서울특별시,사유불분명,0.0,5.5,1.0,N
574,서울특별시,사유불분명,0.0,5.5,1.0,N
575,서울특별시,사유불분명,0.0,5.5,1.0,N
576,서울특별시,사유불분명,0.0,7.5,1.0,N
577,서울특별시,사유불분명,0.0,5.5,1.0,N
578,서울특별시,사유불분명,0.0,5.5,1.0,N
579,서울특별시,사유불분명,0.0,5.5,1.0,N
580,서울특별시,사유불분명,0.0,4.0,1.0,Y
581,서울특별시,사유불분명,0.0,4.0,1.0,N
582,서울특별시,사유불분명,0.0,5.5,1.0,N
583,서울특별시,사유불분명,0.0,5.5,1.0,N
584,서울특별시,사유불분명,0.0,5.5,1.0,N
585,서울특별시,사유불분명,0.0,5.5,1.0,N
586,서울특별시,사유불분명,0.0,7.5,1.0,N
587,서울특별시,사유불분명,0.0,5.5,1.0,N
588,서울특별시,사유불분명,0.0,5.5,1.0,N
589,서울특별시,사유불분명,0.0,7.5,1.0,Y
590,서울특별시,사유불분명,0.0,7.5,1.0,Y
591,서울특별시,사유불분명,0.0,5.5,1.0,N
592,서울특별시,사유불분명,0.0,5.5,1.0,N
593,서울특별시,사유불분명,0.0,5.5,1.0,N
594,서울특별시,사유불분명,0.0,5.5,1.0,N
595,경상북도,사유불분명,0.0,3.0,1.0,N
596,광주광역시,교행불가,0.0,8.0,1.0,Y
597,광주광역시,교행불가,0.0,8.0,1.0,Y
600,서울특별시,사유불분명,0.0,4.0,1.0,N
601,서울특별시,사유불분명,0.0,8.0,1.0,Y
603,경기도,사유불분명,0.0,4.0,1.0,N
604,경기도,사유불분명,0.0,4.0,1.0,N
605,경기도,사유불분명,0.0,4.0,1.0,N
606,경기도,사유불분명,0.0,4.0,1.0,N
607,경기도,사유불분명,0.0,4.0,1.0,N
608,경기도,사유불분명,0.0,11.0,1.0,N
609,충청남도,사유불분명,0.0,7.0,2.0,N
610,충청남도,사유불분명,0.0,5.0,1.0,N
611,경상북도,안전,2004.0,2.0,1.0,N
612,경상북도,안전,2005.0,3.0,1.0,N
613,경상북도,안전,2001.0,2.0,1.0,N
614,경상북도,안전,2004.0,2.0,1.0,Y
615,경상북도,안전,2003.0,3.0,1.0,N
616,경상북도,안전,2004.0,2.0,1.0,Y
617,경상북도,안전,2004.0,2.0,1.0,Y
618,경상북도,안전,2004.0,2.0,1.0,N
619,경상북도,안전,2004.0,2.0,1.0,N
620,경상북도,안전,2006.0,2.0,1.0,N
621,경상북도,안전,2001.0,2.0,1.0,N
622,경상북도,안전,2000.0,2.0,1.0,N
623,경상북도,안전,2002.0,2.0,1.0,N
624,전라남도,교통소통,1995.0,6.0,1.0,N
625,경기도,안전,2016.0,8.0,1.0,N
626,경상북도,사유불분명,0.0,3.0,1.0,N
627,충청남도,사유불분명,0.0,3.0,1.0,N
628,충청남도,사유불분명,0.0,5.0,1.0,N
629,충청남도,사유불분명,0.0,3.5,1.0,Y
630,충청남도,사유불분명,0.0,3.5,1.0,N
631,충청남도,사유불분명,0.0,6.0,2.0,Y
632,충청남도,사유불분명,0.0,4.0,1.0,N
633,광주광역시,교행불가,0.0,9.0,2.0,Y
634,광주광역시,교행불가,0.0,11.0,2.0,Y
635,광주광역시,교행불가,0.0,9.5,2.0,N
639,광주광역시,교행불가,0.0,10.0,2.0,Y
640,광주광역시,교행불가,0.0,3.5,1.0,N
641,광주광역시,교행불가,0.0,5.0,1.0,Y
642,광주광역시,교행불가,0.0,10.0,2.0,Y
643,광주광역시,교행불가,0.0,6.0,1.0,Y
644,광주광역시,교행불가,0.0,7.5,1.0,N
647,광주광역시,교행불가,0.0,4.5,1.0,N
649,광주광역시,교행불가,0.0,4.2,1.0,N
650,광주광역시,교행불가,0.0,3.0,1.0,N
651,광주광역시,교행불가,0.0,4.0,1.0,N
652,광주광역시,교행불가,0.0,6.0,1.0,N
653,광주광역시,교행불가,0.0,5.5,1.0,N
654,광주광역시,교행불가,0.0,4.0,1.0,N
657,광주광역시,교행불가,0.0,3.2,1.0,Y
658,광주광역시,교행불가,0.0,8.0,1.0,N
659,서울특별시,사유불분명,0.0,4.0,1.0,Y
660,경상남도,사유불분명,0.0,4.4,1.0,N
661,경상남도,사유불분명,0.0,3.2,1.0,Y
662,경상남도,사유불분명,0.0,5.0,1.0,Y
663,경상남도,사유불분명,0.0,5.6,1.0,N
664,경상남도,사유불분명,0.0,5.1,1.0,N
665,경상남도,사유불분명,0.0,3.7,1.0,N
666,경상남도,사유불분명,0.0,5.7,1.0,N
667,경상남도,사유불분명,0.0,5.9,1.0,N
668,경상남도,사유불분명,0.0,3.9,1.0,N
669,경기도,사유불분명,0.0,8.0,1.0,N
670,경기도,사유불분명,0.0,8.0,1.0,Y
671,경기도,사유불분명,0.0,8.0,1.0,Y
672,경기도,사유불분명,0.0,6.0,1.0,N
673,경기도,사유불분명,0.0,6.0,1.0,N
674,경기도,사유불분명,0.0,8.0,1.0,N
675,경기도,사유불분명,0.0,6.0,1.0,N
676,경기도,사유불분명,0.0,6.0,1.0,N
677,경기도,사유불분명,0.0,6.0,1.0,N
678,경기도,사유불분명,0.0,8.0,1.0,N
679,경기도,사유불분명,0.0,8.0,1.0,N
680,경상북도,사유불분명,0.0,6.0,1.0,N
681,경상북도,사유불분명,0.0,4.0,1.0,N
682,경상북도,사유불분명,0.0,3.0,1.0,N
683,경상북도,사유불분명,0.0,7.0,1.0,N
684,경상북도,사유불분명,0.0,6.0,1.0,N
685,경상북도,사유불분명,0.0,6.0,1.0,N
686,경상북도,사유불분명,0.0,4.0,1.0,N
687,경상북도,사유불분명,0.0,6.0,1.0,N
688,경상북도,사유불분명,0.0,7.0,1.0,N
689,경상북도,사유불분명,0.0,7.0,1.0,N
690,경상북도,사유불분명,0.0,7.0,1.0,N
691,경상북도,사유불분명,0.0,7.0,1.0,N
692,경상북도,사유불분명,0.0,7.0,1.0,N
693,경상북도,사유불분명,0.0,7.0,1.0,N
694,경상북도,사유불분명,0.0,5.0,1.0,N
695,경상북도,사유불분명,0.0,5.0,1.0,N
696,경기도,사유불분명,0.0,8.0,1.0,N
697,경기도,사유불분명,0.0,8.0,1.0,N
698,경기도,사유불분명,0.0,8.0,1.0,N
699,경기도,사유불분명,0.0,6.5,1.0,N
700,경기도,사유불분명,0.0,8.0,1.0,N
701,경기도,사유불분명,0.0,8.0,1.0,N
702,경기도,사유불분명,0.0,8.0,1.0,N
703,경기도,사유불분명,0.0,8.0,1.0,N
704,경기도,사유불분명,0.0,8.0,1.0,N
705,경기도,사유불분명,0.0,8.0,1.0,N
706,경기도,사유불분명,0.0,6.0,1.0,N
707,경기도,사유불분명,0.0,6.0,1.0,N
708,경기도,사유불분명,0.0,6.0,1.0,N
709,경기도,사유불분명,0.0,6.0,1.0,N
710,경기도,사유불분명,0.0,6.0,1.0,N
711,경기도,사유불분명,0.0,5.0,1.0,N
712,경기도,사유불분명,0.0,6.0,1.0,Y
713,경기도,사유불분명,0.0,6.0,1.0,N
714,경기도,사유불분명,0.0,6.0,1.0,N
715,경상북도,사유불분명,0.0,6.0,1.0,N
716,경상북도,사유불분명,0.0,5.0,1.0,N
717,경상북도,사유불분명,0.0,6.0,1.0,N
718,경상북도,사유불분명,0.0,6.0,1.0,N
719,경상북도,사유불분명,0.0,6.0,1.0,N
720,경상북도,사유불분명,0.0,6.0,1.0,N
721,경상북도,사유불분명,0.0,6.0,1.0,N
722,경상북도,사유불분명,0.0,6.0,1.0,N
723,경상북도,사유불분명,0.0,6.0,1.0,N
724,경상북도,사유불분명,0.0,6.0,1.0,N
725,경상북도,사유불분명,0.0,6.0,1.0,N
726,경상북도,사유불분명,0.0,6.0,1.0,N
727,경상북도,사유불분명,0.0,6.0,1.0,N
728,경상북도,사유불분명,0.0,7.0,1.0,N
729,경상북도,사유불분명,0.0,6.0,1.0,N
730,경상북도,사유불분명,0.0,5.0,1.0,N
731,경상북도,사유불분명,0.0,5.0,1.0,N
732,경상북도,사유불분명,0.0,3.0,1.0,N
733,경상북도,사유불분명,0.0,3.0,1.0,N
734,경상북도,사유불분명,0.0,4.0,1.0,N
735,경상북도,사유불분명,0.0,7.0,1.0,N
736,경상북도,사유불분명,0.0,4.0,1.0,N
737,경상북도,사유불분명,0.0,4.0,1.0,N
738,경상북도,사유불분명,0.0,4.0,1.0,N
739,경상북도,사유불분명,0.0,6.0,1.0,N
740,경상북도,사유불분명,0.0,6.0,1.0,N
741,경상북도,사유불분명,0.0,6.0,1.0,N
742,경상북도,사유불분명,0.0,4.0,1.0,N
743,서울특별시,사유불분명,0.0,5.0,1.0,Y
744,서울특별시,사유불분명,0.0,4.0,1.0,N
745,서울특별시,사유불분명,0.0,5.5,1.0,Y
746,서울특별시,사유불분명,0.0,5.0,1.0,N
747,서울특별시,사유불분명,0.0,3.0,1.0,N
748,서울특별시,사유불분명,0.0,5.0,1.0,N
749,서울특별시,사유불분명,0.0,5.0,1.0,N
750,서울특별시,사유불분명,0.0,4.0,1.0,N
751,서울특별시,사유불분명,0.0,4.0,1.0,N
752,서울특별시,사유불분명,0.0,3.0,1.0,N
753,서울특별시,사유불분명,0.0,4.0,1.0,N
754,서울특별시,사유불분명,0.0,5.0,1.0,N
755,서울특별시,사유불분명,0.0,5.0,1.0,N
756,서울특별시,사유불분명,0.0,4.0,1.0,N
757,서울특별시,사유불분명,0.0,3.0,1.0,N
758,서울특별시,사유불분명,0.0,4.0,1.0,N
759,서울특별시,사유불분명,0.0,4.0,1.0,N
760,서울특별시,사유불분명,0.0,3.0,1.0,Y
761,서울특별시,사유불분명,0.0,4.0,1.0,N
762,서울특별시,사유불분명,0.0,4.0,1.0,N
763,서울특별시,사유불분명,0.0,6.0,1.0,N
764,서울특별시,사유불분명,0.0,4.0,1.0,N
765,서울특별시,사유불분명,0.0,4.0,1.0,N
766,서울특별시,사유불분명,0.0,5.0,1.0,N
767,서울특별시,사유불분명,0.0,4.0,1.0,N
768,서울특별시,사유불분명,0.0,5.0,1.0,Y
769,서울특별시,사유불분명,0.0,4.0,1.0,N
770,서울특별시,사유불분명,0.0,4.0,1.0,N
771,서울특별시,사유불분명,0.0,3.0,1.0,Y
772,서울특별시,사유불분명,0.0,4.0,1.0,N
773,서울특별시,사유불분명,0.0,4.0,1.0,N
774,서울특별시,사유불분명,0.0,4.0,1.0,N
775,서울특별시,사유불분명,0.0,5.0,1.0,N
776,서울특별시,사유불분명,0.0,7.0,1.0,N
777,서울특별시,사유불분명,0.0,4.0,1.0,N
778,서울특별시,사유불분명,0.0,4.0,1.0,N
779,서울특별시,사유불분명,0.0,5.0,1.0,N
780,서울특별시,사유불분명,0.0,5.0,1.0,N
781,서울특별시,사유불분명,0.0,6.0,1.0,N
782,서울특별시,사유불분명,0.0,6.0,1.0,N
783,서울특별시,사유불분명,0.0,4.0,1.0,N
784,서울특별시,사유불분명,0.0,4.0,1.0,N
785,서울특별시,사유불분명,0.0,6.0,1.0,N
786,서울특별시,사유불분명,0.0,7.0,1.0,N
787,서울특별시,사유불분명,0.0,5.0,1.0,N
788,서울특별시,사유불분명,0.0,5.0,1.0,N
789,서울특별시,사유불분명,0.0,4.0,1.0,N
790,서울특별시,사유불분명,0.0,5.0,1.0,N
791,서울특별시,사유불분명,0.0,5.0,1.0,N
792,서울특별시,사유불분명,0.0,4.0,1.0,N
793,서울특별시,사유불분명,0.0,5.0,1.0,N
794,서울특별시,사유불분명,0.0,4.0,1.0,N
795,서울특별시,사유불분명,0.0,7.0,1.0,N
796,서울특별시,사유불분명,0.0,5.0,1.0,N
797,서울특별시,사유불분명,0.0,6.0,1.0,N
798,서울특별시,사유불분명,0.0,6.0,1.0,N
799,서울특별시,사유불분명,0.0,6.0,1.0,N
800,서울특별시,사유불분명,0.0,6.0,1.0,N
801,서울특별시,사유불분명,0.0,6.0,1.0,N
802,서울특별시,사유불분명,0.0,6.0,1.0,N
803,서울특별시,사유불분명,0.0,6.0,1.0,N
804,서울특별시,사유불분명,0.0,4.0,1.0,N
805,서울특별시,사유불분명,0.0,5.0,1.0,N
806,서울특별시,사유불분명,0.0,5.0,1.0,N
807,서울특별시,사유불분명,0.0,4.0,1.0,N
808,서울특별시,사유불분명,0.0,4.0,1.0,N
809,서울특별시,사유불분명,0.0,5.5,1.0,N
810,서울특별시,사유불분명,0.0,5.5,1.0,N
811,서울특별시,사유불분명,0.0,7.5,1.0,N
812,서울특별시,사유불분명,0.0,5.5,1.0,N
813,서울특별시,사유불분명,0.0,5.5,1.0,N
814,서울특별시,사유불분명,0.0,5.5,1.0,Y
815,서울특별시,사유불분명,0.0,7.5,1.0,N
816,서울특별시,사유불분명,0.0,5.5,1.0,N
817,서울특별시,사유불분명,0.0,5.5,1.0,N
818,서울특별시,사유불분명,0.0,5.5,1.0,N
819,서울특별시,사유불분명,0.0,5.5,1.0,N
820,서울특별시,사유불분명,0.0,5.5,1.0,Y
821,서울특별시,사유불분명,0.0,7.5,1.0,N
822,서울특별시,사유불분명,0.0,5.5,1.0,Y
823,서울특별시,사유불분명,0.0,5.5,1.0,N
824,서울특별시,사유불분명,0.0,5.5,1.0,N
825,서울특별시,사유불분명,0.0,4.0,1.0,Y
826,서울특별시,사유불분명,0.0,5.5,1.0,N
827,서울특별시,사유불분명,0.0,5.5,1.0,N
828,서울특별시,사유불분명,0.0,10.0,1.0,Y
829,서울특별시,사유불분명,0.0,5.5,1.0,N
830,서울특별시,사유불분명,0.0,5.5,1.0,Y
831,서울특별시,사유불분명,0.0,5.5,1.0,Y
832,서울특별시,사유불분명,0.0,5.5,1.0,N
833,서울특별시,사유불분명,0.0,5.5,1.0,N
834,서울특별시,사유불분명,0.0,7.5,1.0,N
835,서울특별시,사유불분명,0.0,5.5,1.0,N
836,서울특별시,사유불분명,0.0,5.5,1.0,N
837,서울특별시,사유불분명,0.0,5.5,1.0,N
838,서울특별시,사유불분명,0.0,5.5,1.0,N
839,서울특별시,사유불분명,0.0,7.5,1.0,Y
840,서울특별시,사유불분명,0.0,5.0,1.0,Y
841,서울특별시,사유불분명,0.0,7.5,1.0,Y
842,서울특별시,사유불분명,0.0,5.5,1.0,N
843,서울특별시,사유불분명,0.0,5.5,1.0,N
844,서울특별시,사유불분명,0.0,5.5,1.0,N
845,서울특별시,사유불분명,0.0,5.5,1.0,Y
846,서울특별시,사유불분명,0.0,5.5,1.0,N
847,서울특별시,사유불분명,0.0,5.5,1.0,N
848,서울특별시,사유불분명,0.0,10.0,1.0,Y
849,서울특별시,사유불분명,0.0,5.5,1.0,Y
850,서울특별시,사유불분명,0.0,5.5,1.0,N
851,서울특별시,사유불분명,0.0,5.5,1.0,N
852,서울특별시,사유불분명,0.0,5.5,1.0,Y
853,서울특별시,사유불분명,0.0,5.5,1.0,N
854,서울특별시,사유불분명,0.0,5.0,1.0,N
855,서울특별시,사유불분명,0.0,5.0,1.0,N
856,서울특별시,사유불분명,0.0,4.0,1.0,N
857,서울특별시,사유불분명,0.0,5.0,1.0,N
858,서울특별시,사유불분명,0.0,4.0,1.0,Y
859,서울특별시,사유불분명,0.0,5.0,1.0,Y
860,서울특별시,사유불분명,0.0,3.0,2.0,Y
861,서울특별시,사유불분명,0.0,4.0,1.0,N
862,서울특별시,사유불분명,0.0,4.0,1.0,N
863,서울특별시,사유불분명,0.0,6.0,1.0,N
864,서울특별시,사유불분명,0.0,5.0,1.0,N
865,서울특별시,사유불분명,0.0,5.0,1.0,N
866,서울특별시,사유불분명,0.0,4.0,1.0,N
867,서울특별시,사유불분명,0.0,4.0,1.0,N
868,서울특별시,사유불분명,0.0,5.0,1.0,N
869,서울특별시,사유불분명,0.0,4.0,1.0,Y
870,서울특별시,사유불분명,0.0,4.0,1.0,N
871,서울특별시,사유불분명,0.0,5.0,1.0,N
872,서울특별시,사유불분명,0.0,5.0,1.0,N
873,서울특별시,사유불분명,0.0,4.0,1.0,N
874,경기도,원활,2017.0,5.0,1.0,Y
875,경기도,원활,2017.0,5.0,1.0,Y
876,경기도,원활,2017.0,5.0,1.0,Y
877,경기도,원활,2017.0,5.0,1.0,Y
878,경기도,원활,2010.0,5.0,1.0,Y
879,경기도,원활,2010.0,5.0,1.0,Y
880,경기도,원활,2000.0,5.0,1.0,Y
881,경기도,원활,2000.0,5.0,1.0,Y
882,경기도,원활,2013.0,3.5,1.0,Y
883,경기도,원활,2015.0,3.5,1.0,N
884,경기도,원활,2015.0,3.5,1.0,N
885,경기도,원활,2010.0,5.0,1.0,N
886,경기도,원활,2015.0,5.0,1.0,N
887,경기도,원활,2000.0,3.5,1.0,N
888,경기도,원활,2000.0,6.0,1.0,N
889,경기도,원활,2000.0,5.0,1.0,N
890,서울특별시,사유불분명,0.0,6.0,1.0,Y
892,전라북도,사유불분명,0.0,7.0,1.0,N
893,전라북도,사유불분명,0.0,6.0,1.0,N
894,전라북도,사유불분명,0.0,6.0,1.0,N
895,강원도,혼잡,2010.0,6.0,1.0,N
896,강원도,본도로 진입불가,2010.0,6.0,2.0,N
897,강원도,혼잡,2011.0,6.0,2.0,N
898,강원도,혼잡,2011.0,6.0,2.0,N
899,강원도,주택밀집지역,2010.0,6.0,1.0,N
900,강원도,주택밀집지역,2012.0,6.0,1.0,N
901,강원도,주택밀집지역,2012.0,6.0,1.0,N
902,강원도,혼잡,2010.0,5.0,1.0,N
903,강원도,혼잡,2011.0,5.0,1.0,N
904,강원도,혼잡,2015.0,5.0,1.0,N
905,강원도,고가도로,2011.0,5.0,1.0,N
906,강원도,주택밀집지역,2011.0,5.0,1.0,N
907,강원도,혼잡,2017.0,5.0,1.0,N
908,강원도,교행불가,2020.0,5.0,1.0,N
909,강원도,교행불가,2010.0,5.0,1.0,N
910,경상남도,사유불분명,0.0,9.0,1.0,N
911,경상남도,사유불분명,0.0,6.0,1.0,N
912,경상남도,사유불분명,0.0,8.0,1.0,N
913,경상남도,사유불분명,0.0,7.0,1.0,N
914,경상남도,사유불분명,0.0,6.0,1.0,N
915,경상남도,사유불분명,0.0,9.0,1.0,N
916,경상남도,사유불분명,0.0,6.0,1.0,N
917,경상남도,사유불분명,0.0,6.0,1.0,N
918,경상남도,사유불분명,0.0,10.0,1.0,Y
919,경상남도,사유불분명,0.0,10.0,1.0,N
920,경상남도,사유불분명,0.0,4.0,1.0,N
921,경상남도,사유불분명,0.0,3.0,1.0,N
922,경상남도,사유불분명,0.0,4.0,1.0,N
923,경상남도,사유불분명,0.0,4.0,1.0,N
924,경기도,원활,2017.0,5.0,1.0,Y
925,경상북도,사유불분명,0.0,5.0,1.0,N
926,경상북도,사유불분명,0.0,5.0,1.0,N
927,경상북도,사유불분명,0.0,6.0,1.0,N
928,경상북도,사유불분명,0.0,6.0,1.0,N
929,경상북도,사유불분명,0.0,5.0,1.0,N
930,경상북도,사유불분명,0.0,6.0,2.0,N
931,경기도,사유불분명,0.0,8.0,1.0,N
932,경기도,사유불분명,0.0,8.0,1.0,N
933,경기도,사유불분명,0.0,6.0,1.0,N
934,경기도,사유불분명,0.0,8.0,1.0,Y
935,경기도,사유불분명,0.0,8.0,1.0,Y
936,경기도,사유불분명,0.0,6.0,1.0,Y
937,경기도,사유불분명,0.0,6.0,1.0,Y
938,경기도,사유불분명,0.0,6.0,1.0,N
939,경기도,사유불분명,0.0,6.0,1.0,Y
940,경기도,사유불분명,0.0,4.0,1.0,Y
941,경기도,사유불분명,0.0,3.0,1.0,Y
942,경기도,사유불분명,0.0,6.0,1.0,Y
946,경기도,사유불분명,0.0,10.0,1.0,Y
947,경기도,사유불분명,0.0,10.0,2.0,Y
948,경기도,사유불분명,0.0,6.0,1.0,Y
949,경기도,사유불분명,0.0,10.0,1.0,Y
951,경기도,사유불분명,0.0,8.0,1.0,Y
952,경기도,사유불분명,0.0,4.0,1.0,N
953,경기도,사유불분명,0.0,6.0,1.0,Y
954,경기도,사유불분명,0.0,4.0,1.0,N
955,경기도,사유불분명,0.0,8.0,1.0,Y
956,전라북도,사유불분명,0.0,7.0,1.0,N
957,전라북도,교통사고 다발,2016.0,10.0,1.0,N
958,전라북도,사유불분명,0.0,8.0,1.0,N
959,서울특별시,사유불분명,0.0,5.0,1.0,Y
961,경상북도,사유불분명,0.0,8.0,2.0,Y
963,경상북도,사유불분명,0.0,9.0,2.0,Y
964,경상북도,사유불분명,0.0,5.0,1.0,N
965,경상북도,사유불분명,0.0,6.0,2.0,Y
966,경상북도,사유불분명,0.0,6.0,2.0,Y
967,경상북도,사유불분명,0.0,5.5,1.0,N
968,경상북도,사유불분명,0.0,5.4,1.0,N
969,경상북도,사유불분명,0.0,5.5,1.0,N
970,경상북도,사유불분명,0.0,5.5,1.0,N
971,경상북도,사유불분명,0.0,6.6,1.0,N
972,경상북도,사유불분명,0.0,3.8,1.0,N
973,경상북도,사유불분명,0.0,3.4,1.0,N
974,경상북도,사유불분명,0.0,7.0,1.0,N
975,전라남도,사유불분명,2016.0,10.0,1.0,N
976,전라남도,사유불분명,2016.0,10.0,1.0,N
977,전라남도,사유불분명,2016.0,10.0,1.0,N
978,전라남도,사유불분명,2016.0,9.0,1.0,N
979,전라남도,사유불분명,2016.0,9.0,1.0,N
980,전라남도,사유불분명,2016.0,9.0,1.0,N
981,전라남도,사유불분명,2016.0,9.0,1.0,N
982,전라남도,사유불분명,2016.0,9.0,1.0,N
983,전라남도,사유불분명,2016.0,9.0,1.0,N
984,전라남도,사유불분명,2016.0,9.0,1.0,N
985,전라남도,사유불분명,2016.0,9.0,1.0,N
986,전라남도,사유불분명,2016.0,7.0,1.0,N
987,전라남도,사유불분명,2016.0,7.0,1.0,N
988,전라남도,사유불분명,2016.0,7.0,1.0,N
989,전라남도,사유불분명,2016.0,7.0,1.0,N
990,전라남도,사유불분명,2016.0,4.0,1.0,N
991,전라남도,사유불분명,2016.0,4.0,1.0,N
992,전라남도,사유불분명,2016.0,9.0,1.0,N
993,전라남도,사유불분명,2016.0,9.0,1.0,N
994,전라남도,사유불분명,2016.0,9.0,1.0,N
995,전라남도,사유불분명,2016.0,9.0,1.0,N
996,전라남도,사유불분명,2016.0,9.0,1.0,N
997,전라남도,사유불분명,2016.0,9.0,1.0,N
998,전라남도,사유불분명,2016.0,9.0,1.0,N
999,충청남도,사유불분명,0.0,6.0,1.0,N
1000,충청남도,사유불분명,0.0,6.0,1.0,N
1001,충청남도,사유불분명,0.0,5.0,1.0,N
1002,충청남도,사유불분명,0.0,5.0,1.0,N
1003,경기도,주민건의,2013.0,3.0,1.0,N
1004,경기도,주민건의,2013.0,3.0,1.0,N
1005,경기도,주민건의,2013.0,3.0,1.0,N
1006,경기도,주민건의,2013.0,3.0,1.0,N
1007,경기도,주민건의,2013.0,3.0,1.0,N
1008,경기도,주민건의,0.0,3.0,1.0,N
1009,경상남도,사유불분명,0.0,10.0,1.0,Y
1010,경상남도,사유불분명,0.0,5.0,1.0,Y
1011,경상남도,사유불분명,0.0,5.0,1.0,N
1012,경상남도,사유불분명,0.0,5.0,1.0,N
1013,경상남도,사유불분명,0.0,7.0,1.0,N
1014,경상남도,사유불분명,0.0,5.0,1.0,N
1015,경상남도,사유불분명,0.0,5.0,1.0,N
1016,경상남도,사유불분명,0.0,5.0,1.0,N
1017,경상남도,사유불분명,0.0,8.0,1.0,Y
1018,경상남도,사유불분명,0.0,5.0,1.0,Y
1019,경상남도,사유불분명,0.0,5.0,1.0,Y
1020,경상남도,사유불분명,0.0,5.0,1.0,Y
1021,경상남도,사유불분명,0.0,6.0,1.0,N
1022,경상남도,사유불분명,0.0,7.0,2.0,N
1023,경상남도,사유불분명,0.0,6.0,1.0,N
1024,경상남도,사유불분명,0.0,6.0,1.0,Y
1025,경상남도,사유불분명,0.0,4.0,1.0,N
1026,경상남도,사유불분명,0.0,6.0,1.0,Y
1027,경상남도,사유불분명,0.0,6.0,1.0,Y
1028,경상남도,사유불분명,0.0,6.0,1.0,N
1029,경상남도,사유불분명,0.0,8.0,1.0,Y
1030,경상남도,사유불분명,0.0,10.0,1.0,Y
1032,경상남도,사유불분명,0.0,9.0,1.0,N
1033,경상남도,사유불분명,0.0,7.0,1.0,Y
1034,경상남도,사유불분명,0.0,4.0,1.0,N
1035,경상남도,사유불분명,0.0,4.0,1.0,N
1036,광주광역시,교행불가,0.0,9.0,2.0,N
1038,광주광역시,교행불가,0.0,7.5,2.0,Y
1039,광주광역시,교행불가,0.0,8.0,1.0,N
1041,광주광역시,교행불가,0.0,8.0,1.0,N
1042,광주광역시,교행불가,0.0,8.0,1.0,N
1044,서울특별시,사유불분명,0.0,5.0,1.0,N
1045,서울특별시,사유불분명,0.0,8.0,1.0,N
1046,서울특별시,사유불분명,0.0,8.0,1.0,N
1047,서울특별시,사유불분명,0.0,4.0,1.0,N
1048,서울특별시,사유불분명,0.0,6.0,1.0,N
1049,서울특별시,사유불분명,0.0,6.0,1.0,N
1050,서울특별시,사유불분명,0.0,8.0,1.0,N
1051,서울특별시,사유불분명,0.0,6.0,1.0,N
1052,서울특별시,사유불분명,0.0,6.0,1.0,N
1053,서울특별시,사유불분명,0.0,6.0,1.0,N
1054,서울특별시,사유불분명,0.0,6.0,2.0,Y
1055,서울특별시,사유불분명,0.0,4.0,1.0,N
1056,충청북도,사유불분명,0.0,3.0,1.0,Y
1057,서울특별시,사유불분명,0.0,6.0,1.0,N
1058,서울특별시,사유불분명,0.0,6.0,2.0,N
1059,서울특별시,사유불분명,0.0,4.0,1.0,N
1060,서울특별시,사유불분명,0.0,6.0,1.0,N
1061,서울특별시,사유불분명,0.0,7.0,1.0,N
1062,서울특별시,사유불분명,0.0,7.0,1.0,N
1063,서울특별시,사유불분명,0.0,6.0,1.0,N
1064,서울특별시,사유불분명,0.0,6.0,1.0,N
1065,서울특별시,사유불분명,0.0,7.0,1.0,N
